OrderID,OrderDate,ShipDate,CustomerName,Segment,Region,State,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
ORD-10354,09-09-2023,13-09-2023,Customer_259,Consumer,East,Kolkata,Office Supplies,Storage,Storage Model 27,52776.81,3,0.2,-7016.99
ORD-10355,06-04-2024,07-04-2024,Customer_386,Home Office,East,Kolkata,Furniture,Bookcases,Bookcases Model 34,33522.41,6,0.1,154.58
ORD-10356,30-08-2024,04-09-2024,Customer_21,Home Office,North,Delhi,Office Supplies,Storage,Storage Model 21,44843.89,10,0.2,-3993.04
ORD-10357,21-02-2024,22-02-2024,Customer_261,Corporate,West,Pune,Office Supplies,Paper,Paper Model 32,28641.48,9,0.1,2250.57
ORD-10358,31-03-2022,03-04-2022,Customer_321,Consumer,South,Chennai,Office Supplies,Binders,Binders Model 14,94847.08,3,0.2,-1583.81
ORD-10359,13-03-2023,17-03-2023,Customer_79,Consumer,North,Delhi,Office Supplies,Paper,Paper Model 30,87924.4,7,0,20813.7
ORD-10360,11-11-2023,12-11-2023,Customer_117,Corporate,North,Delhi,Furniture,Chairs,Chairs Model 27,79524.37,9,0,15407.1
ORD-10361,05-03-2024,09-03-2024,Customer_369,Home Office,West,Pune,Technology,Phones,Phones Model 5,39255.44,2,0.2,-5830.42
ORD-10362,04-04-2022,05-04-2022,Customer_392,Corporate,East,Bhubaneswar,Furniture,Tables,Tables Model 25,78795.74,5,0.2,-10115.3
ORD-10363,20-03-2024,21-03-2024,Customer_325,Consumer,West,Mumbai,Office Supplies,Binders,Binders Model 20,14069.96,7,0.2,-1072.91
ORD-10364,04-02-2024,05-02-2024,Customer_44,Corporate,South,Bangalore,Furniture,Chairs,Chairs Model 14,57485.5,7,0.2,-754.13
ORD-10365,06-12-2023,08-12-2023,Customer_100,Consumer,West,Ahmedabad,Office Supplies,Binders,Binders Model 12,16514.96,4,0.2,969.21
ORD-10366,22-04-2022,27-04-2022,Customer_372,Home Office,West,Ahmedabad,Office Supplies,Binders,Binders Model 32,29419.94,2,0.1,-748.72
ORD-10367,09-11-2023,12-11-2023,Customer_163,Corporate,South,Hyderabad,Office Supplies,Binders,Binders Model 29,10454.48,10,0,2875.29
ORD-10368,04-11-2023,09-11-2023,Customer_87,Consumer,East,Bhubaneswar,Office Supplies,Binders,Binders Model 21,56772.42,6,0.1,10767.73
ORD-10369,20-05-2023,22-05-2023,Customer_184,Corporate,West,Pune,Technology,Phones,Phones Model 32,68118.23,6,0.15,1070.28
ORD-10370,11-08-2022,13-08-2022,Customer_260,Home Office,North,Lucknow,Furniture,Bookcases,Bookcases Model 2,20044.98,2,0,5472.81
ORD-10371,09-04-2024,14-04-2024,Customer_77,Corporate,South,Bangalore,Office Supplies,Storage,Storage Model 26,54575.2,9,0.15,3464.27
ORD-10372,03-04-2023,08-04-2023,Customer_340,Consumer,East,Kolkata,Technology,Accessories,Accessories Model 40,51285.99,7,0.1,3874.24
ORD-10373,06-12-2022,11-12-2022,Customer_248,Corporate,South,Chennai,Furniture,Chairs,Chairs Model 3,56852.55,10,0.05,10459.73
ORD-10374,25-03-2023,29-03-2023,Customer_185,Corporate,South,Bangalore,Technology,Laptops,Laptops Model 31,23784.86,4,0.2,1829.81
ORD-10375,20-07-2024,21-07-2024,Customer_135,Home Office,North,Chandigarh,Technology,Phones,Phones Model 35,70521.76,9,0.1,11193.08
ORD-10376,23-12-2022,27-12-2022,Customer_115,Home Office,West,Pune,Office Supplies,Paper,Paper Model 26,89873.55,2,0.2,-7828.29
ORD-10377,24-12-2023,27-12-2023,Customer_40,Home Office,West,Pune,Office Supplies,Binders,Binders Model 42,50432.78,3,0.15,-2955.29
ORD-10378,30-07-2023,01-08-2023,Customer_170,Home Office,South,Bangalore,Furniture,Tables,Tables Model 8,60401.02,2,0.05,6260.77
ORD-10379,13-09-2024,17-09-2024,Customer_66,Home Office,West,Mumbai,Office Supplies,Binders,Binders Model 38,64902.29,7,0,7198.8
ORD-10380,26-11-2022,28-11-2022,Customer_307,Home Office,North,Chandigarh,Furniture,Chairs,Chairs Model 41,17050.97,3,0.2,1527.08
ORD-10381,08-02-2022,11-02-2022,Customer_211,Home Office,North,Delhi,Technology,Accessories,Accessories Model 10,99281.19,8,0.05,5444.68
ORD-10382,08-01-2023,13-01-2023,Customer_118,Corporate,East,Kolkata,Office Supplies,Paper,Paper Model 25,34595.79,8,0.2,-81.33
ORD-10383,28-09-2022,29-09-2022,Customer_244,Home Office,North,Delhi,Office Supplies,Paper,Paper Model 39,68594.6,3,0.2,-8637.8
ORD-10384,21-03-2022,26-03-2022,Customer_397,Home Office,North,Delhi,Technology,Accessories,Accessories Model 42,13467.72,10,0.2,766.05
ORD-10385,02-06-2024,07-06-2024,Customer_196,Corporate,West,Pune,Furniture,Bookcases,Bookcases Model 38,53216.74,4,0.15,5182.72
ORD-10386,20-07-2022,24-07-2022,Customer_279,Corporate,South,Chennai,Technology,Phones,Phones Model 17,91053.49,2,0.1,9066.48
ORD-10387,23-01-2023,24-01-2023,Customer_162,Corporate,North,Chandigarh,Office Supplies,Binders,Binders Model 24,52216.3,7,0.05,8978.16
ORD-10388,07-08-2022,09-08-2022,Customer_314,Corporate,West,Ahmedabad,Office Supplies,Storage,Storage Model 44,26499.64,9,0.15,1090.93
ORD-10389,24-03-2024,26-03-2024,Customer_158,Home Office,West,Ahmedabad,Office Supplies,Storage,Storage Model 23,18282.6,9,0.2,-531.29
ORD-10390,26-03-2024,28-03-2024,Customer_206,Corporate,North,Chandigarh,Furniture,Tables,Tables Model 36,78419.37,3,0,8125.39
ORD-10391,17-04-2022,19-04-2022,Customer_33,Corporate,West,Ahmedabad,Furniture,Chairs,Chairs Model 15,82413.92,8,0.2,-3391.8
ORD-10392,30-01-2024,31-01-2024,Customer_306,Consumer,North,Chandigarh,Technology,Laptops,Laptops Model 50,61589.58,9,0.1,7877.4
ORD-10393,25-12-2022,29-12-2022,Customer_307,Home Office,West,Mumbai,Furniture,Bookcases,Bookcases Model 34,93110.47,9,0.1,-122.29
ORD-10394,20-04-2023,25-04-2023,Customer_142,Corporate,South,Hyderabad,Furniture,Tables,Tables Model 23,24306.03,1,0.05,527.7
ORD-10395,20-03-2024,24-03-2024,Customer_287,Home Office,South,Hyderabad,Furniture,Bookcases,Bookcases Model 23,70510.38,2,0.2,-5561.62
ORD-10396,13-12-2023,16-12-2023,Customer_209,Home Office,South,Hyderabad,Furniture,Tables,Tables Model 7,93006.53,10,0,10721.5
ORD-10397,29-05-2022,03-06-2022,Customer_227,Corporate,East,Patna,Furniture,Bookcases,Bookcases Model 37,95692.58,9,0.2,-8369.72
ORD-10398,17-09-2024,19-09-2024,Customer_35,Corporate,East,Patna,Office Supplies,Storage,Storage Model 41,89704.12,1,0.15,-6362.98
ORD-10399,28-03-2023,30-03-2023,Customer_205,Home Office,East,Patna,Technology,Accessories,Accessories Model 48,53797.36,5,0.05,3863.86
ORD-10400,02-12-2023,03-12-2023,Customer_383,Home Office,South,Chennai,Technology,Laptops,Laptops Model 13,22247.33,10,0.1,-95.75
ORD-10401,18-10-2024,20-10-2024,Customer_183,Consumer,South,Hyderabad,Furniture,Tables,Tables Model 50,21074.47,4,0.05,4406.33
ORD-10402,07-08-2022,08-08-2022,Customer_191,Home Office,North,Chandigarh,Office Supplies,Storage,Storage Model 21,61575.78,9,0,16133.02
ORD-10403,05-10-2024,10-10-2024,Customer_270,Corporate,East,Patna,Furniture,Bookcases,Bookcases Model 31,28386.53,4,0.2,-3347.87
ORD-10404,08-03-2022,13-03-2022,Customer_353,Consumer,East,Patna,Office Supplies,Binders,Binders Model 1,45991.01,2,0.2,-1608.87
ORD-10405,08-03-2023,12-03-2023,Customer_138,Corporate,North,Lucknow,Technology,Accessories,Accessories Model 40,86253.28,3,0.2,-7270.09
ORD-10406,04-12-2023,07-12-2023,Customer_144,Corporate,South,Chennai,Technology,Phones,Phones Model 12,42199.75,6,0.1,6903.1
ORD-10407,26-09-2022,01-10-2022,Customer_101,Consumer,South,Bangalore,Office Supplies,Storage,Storage Model 48,80506.71,9,0.15,9183.98
ORD-10408,03-11-2022,07-11-2022,Customer_250,Corporate,North,Delhi,Technology,Laptops,Laptops Model 17,13879.93,9,0.2,418.34
ORD-10409,08-04-2022,12-04-2022,Customer_50,Corporate,North,Chandigarh,Furniture,Chairs,Chairs Model 48,21939,5,0.15,2407.65
ORD-10410,17-11-2023,20-11-2023,Customer_63,Corporate,East,Patna,Office Supplies,Paper,Paper Model 44,93218.54,5,0.1,-4198.67
ORD-10411,12-02-2023,17-02-2023,Customer_196,Home Office,South,Chennai,Technology,Laptops,Laptops Model 19,67482.69,8,0.15,8260.43
ORD-10412,07-08-2024,09-08-2024,Customer_37,Consumer,South,Hyderabad,Technology,Laptops,Laptops Model 11,63311.7,10,0.15,7105.17
ORD-10413,05-12-2023,07-12-2023,Customer_228,Corporate,East,Patna,Office Supplies,Storage,Storage Model 48,71188.13,10,0.15,-2291.4
ORD-10414,02-12-2024,06-12-2024,Customer_359,Home Office,West,Mumbai,Furniture,Chairs,Chairs Model 6,12941.47,4,0.1,2395.59
ORD-10415,08-03-2023,10-03-2023,Customer_395,Corporate,West,Mumbai,Furniture,Chairs,Chairs Model 34,93710.97,8,0.2,-12795.64
ORD-10416,20-06-2022,21-06-2022,Customer_378,Corporate,East,Bhubaneswar,Furniture,Chairs,Chairs Model 29,65655.85,7,0.1,481.85
ORD-10417,16-09-2022,18-09-2022,Customer_277,Corporate,South,Bangalore,Furniture,Bookcases,Bookcases Model 36,36005.7,6,0.15,604.84
ORD-10418,30-06-2024,02-07-2024,Customer_328,Home Office,South,Hyderabad,Office Supplies,Storage,Storage Model 20,63289.23,10,0.15,1953.42
ORD-10419,13-12-2023,17-12-2023,Customer_1,Home Office,South,Bangalore,Technology,Laptops,Laptops Model 49,36895.44,5,0.05,2800.11
ORD-10420,07-10-2022,10-10-2022,Customer_393,Corporate,East,Patna,Office Supplies,Binders,Binders Model 19,68933.11,8,0.15,-1730.04
ORD-10421,19-04-2023,20-04-2023,Customer_331,Corporate,East,Kolkata,Technology,Accessories,Accessories Model 25,43992.08,4,0.05,7862.9
ORD-10422,28-03-2023,31-03-2023,Customer_381,Home Office,North,Lucknow,Office Supplies,Binders,Binders Model 18,51902.7,10,0.1,1098.74
ORD-10423,25-04-2024,27-04-2024,Customer_359,Home Office,North,Delhi,Furniture,Tables,Tables Model 32,11480.46,8,0.2,-422.57
ORD-10424,20-01-2023,23-01-2023,Customer_367,Corporate,North,Delhi,Furniture,Bookcases,Bookcases Model 47,2702.02,2,0.1,46.74
ORD-10425,17-01-2022,19-01-2022,Customer_256,Corporate,North,Delhi,Furniture,Tables,Tables Model 30,22110.21,7,0.1,3237.63
ORD-10426,06-03-2022,09-03-2022,Customer_99,Corporate,North,Delhi,Furniture,Tables,Tables Model 25,77677.46,2,0.2,-2521.67
ORD-10427,26-01-2022,27-01-2022,Customer_395,Consumer,South,Chennai,Technology,Phones,Phones Model 34,73893.09,1,0.05,8513.12
ORD-10428,03-03-2023,07-03-2023,Customer_130,Corporate,West,Ahmedabad,Technology,Laptops,Laptops Model 41,16281.84,1,0.2,-321.87
ORD-10429,04-09-2023,06-09-2023,Customer_86,Corporate,East,Kolkata,Office Supplies,Binders,Binders Model 38,97340.77,4,0.15,-1836.98
ORD-10430,03-09-2022,07-09-2022,Customer_395,Consumer,South,Bangalore,Furniture,Bookcases,Bookcases Model 16,78455.79,8,0.2,-8728.36
ORD-10431,19-11-2022,23-11-2022,Customer_79,Home Office,North,Chandigarh,Office Supplies,Storage,Storage Model 35,93119.45,1,0,12932.38
ORD-10432,08-08-2022,10-08-2022,Customer_11,Home Office,West,Mumbai,Technology,Accessories,Accessories Model 25,78961.9,6,0.15,6577.31
ORD-10433,04-01-2024,06-01-2024,Customer_98,Home Office,East,Kolkata,Technology,Accessories,Accessories Model 12,44031.25,5,0.2,1068.17
ORD-10434,14-12-2023,17-12-2023,Customer_135,Home Office,West,Pune,Office Supplies,Paper,Paper Model 24,16454.17,9,0.05,1848.56
ORD-10435,18-07-2024,19-07-2024,Customer_370,Consumer,West,Ahmedabad,Furniture,Chairs,Chairs Model 43,62163.59,6,0.2,-5613.58
ORD-10436,04-03-2024,06-03-2024,Customer_268,Home Office,West,Ahmedabad,Furniture,Bookcases,Bookcases Model 5,28671.34,7,0.1,-641.78
ORD-10437,31-03-2022,02-04-2022,Customer_199,Home Office,South,Bangalore,Furniture,Chairs,Chairs Model 32,48794.34,2,0,9405.26
ORD-10438,12-12-2024,17-12-2024,Customer_107,Home Office,East,Kolkata,Technology,Phones,Phones Model 32,60792.39,2,0,17177.06
ORD-10439,13-06-2022,17-06-2022,Customer_30,Home Office,North,Lucknow,Office Supplies,Paper,Paper Model 18,93855.26,7,0.1,13943.36
ORD-10440,19-12-2024,20-12-2024,Customer_273,Corporate,North,Lucknow,Furniture,Chairs,Chairs Model 13,96078.38,2,0,22222.26
ORD-10441,31-01-2023,05-02-2023,Customer_393,Home Office,South,Hyderabad,Office Supplies,Binders,Binders Model 37,56063.14,9,0.15,4850.98
ORD-10442,04-01-2024,08-01-2024,Customer_274,Home Office,West,Mumbai,Furniture,Chairs,Chairs Model 29,55221.56,9,0.1,6316.41
ORD-10443,23-12-2023,26-12-2023,Customer_280,Consumer,East,Patna,Technology,Accessories,Accessories Model 25,43343.51,6,0.2,-3893.09
ORD-10444,05-06-2023,08-06-2023,Customer_70,Corporate,West,Pune,Technology,Phones,Phones Model 1,72768.17,5,0.2,-10618.65
ORD-10445,08-09-2023,10-09-2023,Customer_293,Consumer,South,Chennai,Furniture,Bookcases,Bookcases Model 7,82322.58,9,0.2,-898.9
ORD-10446,19-03-2022,23-03-2022,Customer_154,Consumer,East,Kolkata,Furniture,Tables,Tables Model 37,37024.75,10,0.05,2156.64
ORD-10447,29-03-2024,03-04-2024,Customer_354,Home Office,South,Hyderabad,Furniture,Bookcases,Bookcases Model 37,32806.86,8,0.05,4004.7
ORD-10448,15-07-2022,20-07-2022,Customer_223,Corporate,East,Kolkata,Office Supplies,Paper,Paper Model 8,38463.84,1,0.1,1422.49
ORD-10449,10-04-2023,15-04-2023,Customer_290,Consumer,North,Chandigarh,Office Supplies,Storage,Storage Model 21,5885.73,9,0,764.14
ORD-10450,25-10-2024,27-10-2024,Customer_47,Consumer,South,Bangalore,Office Supplies,Paper,Paper Model 28,99738.05,8,0.2,-617.01
ORD-10451,17-08-2023,21-08-2023,Customer_44,Corporate,South,Bangalore,Technology,Phones,Phones Model 33,47847.54,1,0.2,-2402.05
ORD-10452,08-06-2024,10-06-2024,Customer_377,Home Office,South,Chennai,Office Supplies,Binders,Binders Model 16,49042.18,10,0.05,6880.22
ORD-10453,12-05-2023,13-05-2023,Customer_217,Corporate,East,Patna,Technology,Accessories,Accessories Model 23,92451.74,2,0,20148.64
ORD-10454,26-01-2023,29-01-2023,Customer_227,Home Office,East,Bhubaneswar,Office Supplies,Binders,Binders Model 10,77083.29,3,0.1,8020.92
ORD-10455,21-06-2024,22-06-2024,Customer_125,Home Office,South,Bangalore,Office Supplies,Storage,Storage Model 10,16021.13,2,0,3763.29
ORD-10456,13-08-2023,14-08-2023,Customer_276,Consumer,East,Bhubaneswar,Furniture,Tables,Tables Model 14,45281.13,1,0.1,101.99
ORD-10457,07-12-2024,10-12-2024,Customer_340,Home Office,West,Ahmedabad,Office Supplies,Binders,Binders Model 3,69659.58,1,0.15,3187.01
ORD-10458,08-06-2023,10-06-2023,Customer_5,Consumer,North,Lucknow,Furniture,Bookcases,Bookcases Model 25,61987.5,1,0.15,3947.95
ORD-10459,10-07-2023,13-07-2023,Customer_51,Corporate,North,Delhi,Technology,Accessories,Accessories Model 32,38959.06,7,0.2,3668.11
ORD-10460,24-12-2024,25-12-2024,Customer_272,Corporate,South,Bangalore,Office Supplies,Storage,Storage Model 22,56288.41,1,0,6295.75
ORD-10461,30-09-2024,04-10-2024,Customer_257,Corporate,South,Bangalore,Technology,Accessories,Accessories Model 4,35515.35,5,0.05,8843.27
ORD-10462,12-06-2023,16-06-2023,Customer_196,Home Office,North,Chandigarh,Technology,Phones,Phones Model 44,15594.96,7,0.05,342.29
ORD-10463,11-04-2023,15-04-2023,Customer_68,Consumer,South,Hyderabad,Furniture,Tables,Tables Model 42,97068.45,10,0.1,6046.62
ORD-10464,11-10-2022,16-10-2022,Customer_395,Consumer,South,Bangalore,Technology,Accessories,Accessories Model 42,70661.07,9,0.05,7597.2
ORD-10465,20-11-2022,23-11-2022,Customer_392,Corporate,North,Chandigarh,Office Supplies,Paper,Paper Model 27,12279.54,6,0.05,2232.05
ORD-10466,22-04-2024,25-04-2024,Customer_14,Home Office,West,Ahmedabad,Office Supplies,Paper,Paper Model 40,27742.72,4,0,2299.5
ORD-10467,01-07-2023,06-07-2023,Customer_245,Consumer,South,Hyderabad,Furniture,Chairs,Chairs Model 33,68894.1,6,0,15296.92
ORD-10468,18-08-2024,21-08-2024,Customer_392,Consumer,South,Chennai,Technology,Laptops,Laptops Model 18,14182.52,4,0.05,114.27
ORD-10469,25-04-2024,27-04-2024,Customer_167,Corporate,South,Bangalore,Furniture,Chairs,Chairs Model 16,92746.77,8,0.2,-2551.86
ORD-10470,25-05-2024,29-05-2024,Customer_293,Home Office,North,Chandigarh,Office Supplies,Storage,Storage Model 35,72159.99,7,0.2,6118.07
ORD-10471,11-12-2024,12-12-2024,Customer_377,Consumer,North,Lucknow,Technology,Phones,Phones Model 36,87839.1,4,0.2,-1364.38
ORD-10472,04-03-2024,09-03-2024,Customer_217,Corporate,North,Delhi,Technology,Laptops,Laptops Model 40,40104.97,5,0.1,2620.33
ORD-10473,22-04-2022,27-04-2022,Customer_300,Home Office,South,Chennai,Office Supplies,Storage,Storage Model 35,9498.86,9,0,901.85
ORD-10474,05-10-2022,09-10-2022,Customer_47,Corporate,West,Pune,Technology,Phones,Phones Model 21,18298.42,10,0.05,4037.31
ORD-10475,02-12-2022,03-12-2022,Customer_373,Home Office,North,Delhi,Office Supplies,Storage,Storage Model 40,63590.21,2,0.2,1705.48
ORD-10476,24-11-2022,28-11-2022,Customer_92,Home Office,West,Mumbai,Furniture,Tables,Tables Model 4,56766.41,3,0.05,12329.93
ORD-10477,09-05-2024,12-05-2024,Customer_2,Home Office,East,Bhubaneswar,Technology,Laptops,Laptops Model 49,62832.06,2,0.05,15086.51
ORD-10478,03-06-2023,04-06-2023,Customer_302,Home Office,West,Pune,Technology,Accessories,Accessories Model 31,80841.73,10,0.15,-3276.55
ORD-10479,18-07-2024,22-07-2024,Customer_286,Consumer,West,Mumbai,Office Supplies,Paper,Paper Model 4,1154.02,9,0.1,121.1
ORD-10480,14-01-2023,16-01-2023,Customer_153,Corporate,North,Chandigarh,Technology,Phones,Phones Model 6,14964.75,1,0.2,890.46
ORD-10481,11-04-2022,12-04-2022,Customer_91,Corporate,West,Mumbai,Furniture,Bookcases,Bookcases Model 48,28795.86,10,0.2,1348.42
ORD-10482,08-01-2024,09-01-2024,Customer_34,Corporate,North,Lucknow,Technology,Laptops,Laptops Model 31,89804.21,2,0.15,9952.77
ORD-10483,03-10-2022,04-10-2022,Customer_293,Home Office,East,Patna,Office Supplies,Storage,Storage Model 41,52702.3,4,0.2,-7138.73
ORD-10484,19-12-2024,20-12-2024,Customer_163,Corporate,West,Ahmedabad,Office Supplies,Paper,Paper Model 34,93422.22,5,0.15,4877.68
ORD-10485,26-12-2023,28-12-2023,Customer_149,Consumer,West,Ahmedabad,Office Supplies,Paper,Paper Model 1,50025.24,3,0.2,-4593.3
ORD-10486,31-08-2022,01-09-2022,Customer_171,Corporate,West,Ahmedabad,Furniture,Bookcases,Bookcases Model 36,84882.94,10,0.15,297.96
ORD-10487,11-03-2023,12-03-2023,Customer_166,Consumer,South,Hyderabad,Technology,Laptops,Laptops Model 8,79124.45,5,0.1,6066.66
ORD-10488,14-11-2023,17-11-2023,Customer_174,Home Office,West,Ahmedabad,Office Supplies,Paper,Paper Model 31,96031.23,3,0.05,7934.94
ORD-10489,29-08-2024,30-08-2024,Customer_212,Home Office,South,Chennai,Furniture,Bookcases,Bookcases Model 4,46331.48,9,0.1,3040.16
ORD-10490,03-12-2024,06-12-2024,Customer_77,Corporate,East,Bhubaneswar,Office Supplies,Binders,Binders Model 2,21222.12,6,0.1,-709.81
ORD-10491,26-11-2023,30-11-2023,Customer_162,Home Office,South,Hyderabad,Office Supplies,Storage,Storage Model 3,19144.2,2,0.1,2418.23
ORD-10492,11-07-2023,15-07-2023,Customer_90,Consumer,North,Lucknow,Furniture,Tables,Tables Model 24,45464.68,5,0.05,5968.38
ORD-10493,18-03-2022,20-03-2022,Customer_248,Home Office,North,Lucknow,Office Supplies,Binders,Binders Model 34,80003.02,9,0.05,3804.38
ORD-10494,28-09-2023,01-10-2023,Customer_366,Home Office,South,Bangalore,Office Supplies,Paper,Paper Model 8,99275.67,4,0,16364.81
ORD-10495,09-01-2022,12-01-2022,Customer_338,Home Office,North,Chandigarh,Office Supplies,Binders,Binders Model 20,33662.33,1,0,6064.08
ORD-10496,16-02-2022,21-02-2022,Customer_396,Corporate,East,Bhubaneswar,Furniture,Tables,Tables Model 43,20455.27,5,0.1,1699.2
ORD-10497,29-08-2022,01-09-2022,Customer_106,Home Office,South,Bangalore,Technology,Phones,Phones Model 23,2018.04,10,0.2,-43.36
ORD-10498,15-10-2023,18-10-2023,Customer_174,Home Office,South,Hyderabad,Technology,Accessories,Accessories Model 29,24860.09,2,0.1,2568.44
ORD-10499,14-04-2022,16-04-2022,Customer_92,Home Office,North,Lucknow,Office Supplies,Binders,Binders Model 39,11039.73,1,0,1729
ORD-10500,02-07-2024,07-07-2024,Customer_387,Corporate,East,Patna,Technology,Phones,Phones Model 37,71433.42,9,0,20960.03
ORD-10501,27-09-2022,28-09-2022,Customer_115,Consumer,West,Mumbai,Technology,Laptops,Laptops Model 40,68605.56,8,0.15,-2886.68
ORD-10502,13-06-2023,16-06-2023,Customer_34,Corporate,West,Mumbai,Office Supplies,Paper,Paper Model 8,33367.63,6,0.15,729.97
ORD-10503,21-12-2023,25-12-2023,Customer_366,Consumer,West,Mumbai,Technology,Laptops,Laptops Model 21,60641.8,3,0.2,-7535.77
ORD-10504,26-05-2022,29-05-2022,Customer_247,Corporate,West,Pune,Office Supplies,Storage,Storage Model 5,24238.24,4,0.2,-2672.14
ORD-10505,29-11-2023,01-12-2023,Customer_40,Home Office,West,Pune,Office Supplies,Storage,Storage Model 46,54680.42,4,0.05,9057.98
ORD-10506,23-09-2024,24-09-2024,Customer_36,Home Office,West,Pune,Office Supplies,Binders,Binders Model 7,82291.29,3,0.1,15550.66
ORD-10507,16-02-2024,19-02-2024,Customer_326,Consumer,West,Ahmedabad,Office Supplies,Binders,Binders Model 49,9508.03,3,0.2,720.84
ORD-10508,28-10-2022,30-10-2022,Customer_163,Corporate,West,Ahmedabad,Technology,Laptops,Laptops Model 37,61749.43,8,0.05,3174.87
ORD-10509,16-09-2023,20-09-2023,Customer_151,Consumer,East,Kolkata,Office Supplies,Binders,Binders Model 24,61343.33,9,0.15,6864.88
ORD-10510,19-04-2022,20-04-2022,Customer_365,Corporate,East,Kolkata,Technology,Phones,Phones Model 26,23906.5,10,0.15,1346.02
ORD-10511,21-02-2024,25-02-2024,Customer_185,Corporate,South,Hyderabad,Furniture,Tables,Tables Model 10,14337.35,9,0.15,1589.04
ORD-10512,14-08-2023,16-08-2023,Customer_70,Consumer,South,Bangalore,Furniture,Bookcases,Bookcases Model 9,2062.93,8,0.15,296.53
ORD-10513,01-05-2024,05-05-2024,Customer_116,Consumer,West,Ahmedabad,Furniture,Tables,Tables Model 28,51186.78,9,0.15,-195.6
ORD-10514,16-01-2022,21-01-2022,Customer_18,Consumer,West,Ahmedabad,Furniture,Bookcases,Bookcases Model 37,50422.02,7,0.2,-298.09
ORD-10515,16-09-2024,19-09-2024,Customer_41,Home Office,North,Chandigarh,Technology,Accessories,Accessories Model 40,8466.28,9,0.1,560.76
ORD-10516,01-07-2022,03-07-2022,Customer_160,Home Office,West,Ahmedabad,Office Supplies,Paper,Paper Model 4,96060.9,2,0.2,4757.37
ORD-10517,05-12-2023,10-12-2023,Customer_151,Corporate,North,Lucknow,Technology,Accessories,Accessories Model 11,90652.48,10,0.1,5008.91
ORD-10518,14-03-2022,19-03-2022,Customer_27,Home Office,East,Bhubaneswar,Office Supplies,Storage,Storage Model 19,6611.07,8,0.2,-712.21
ORD-10519,25-02-2022,28-02-2022,Customer_144,Corporate,West,Mumbai,Furniture,Bookcases,Bookcases Model 17,8147.79,5,0.1,-137.41
ORD-10520,30-01-2022,31-01-2022,Customer_359,Consumer,South,Hyderabad,Office Supplies,Binders,Binders Model 32,66085.99,6,0.05,4316.28
ORD-10521,06-01-2023,11-01-2023,Customer_212,Corporate,North,Lucknow,Furniture,Chairs,Chairs Model 16,59756.64,3,0.15,5269.96
ORD-10522,20-06-2024,22-06-2024,Customer_238,Corporate,South,Hyderabad,Office Supplies,Storage,Storage Model 31,5905.42,5,0,372.81
ORD-10523,10-09-2023,14-09-2023,Customer_223,Consumer,South,Chennai,Office Supplies,Paper,Paper Model 19,39312.01,5,0.05,5213.19
ORD-10524,08-07-2024,12-07-2024,Customer_222,Home Office,East,Bhubaneswar,Office Supplies,Binders,Binders Model 42,10187.75,9,0.1,1925.95
ORD-10525,13-07-2023,16-07-2023,Customer_384,Consumer,East,Patna,Furniture,Tables,Tables Model 47,65607.16,7,0.15,6120.34
ORD-10526,04-02-2023,09-02-2023,Customer_7,Corporate,East,Bhubaneswar,Office Supplies,Binders,Binders Model 7,31670.35,1,0,8168.49
ORD-10527,11-12-2024,12-12-2024,Customer_48,Consumer,West,Pune,Furniture,Bookcases,Bookcases Model 39,28688.05,4,0,1604.38
ORD-10528,21-03-2023,26-03-2023,Customer_332,Home Office,North,Chandigarh,Furniture,Chairs,Chairs Model 12,85715.86,3,0.15,5494.27
ORD-10529,16-08-2022,18-08-2022,Customer_355,Home Office,East,Patna,Technology,Accessories,Accessories Model 50,93650.11,8,0.1,13330.14
ORD-10530,25-10-2023,28-10-2023,Customer_136,Consumer,South,Bangalore,Technology,Phones,Phones Model 29,38588.5,6,0,4420.69
ORD-10531,23-05-2022,27-05-2022,Customer_221,Consumer,South,Hyderabad,Technology,Phones,Phones Model 40,64725.58,2,0.05,8748.18
ORD-10532,06-08-2022,10-08-2022,Customer_255,Consumer,East,Kolkata,Furniture,Chairs,Chairs Model 42,7506.03,5,0.15,-715.39
ORD-10533,02-01-2022,03-01-2022,Customer_363,Corporate,West,Pune,Furniture,Bookcases,Bookcases Model 31,33318.17,7,0.2,-4966.87
ORD-10534,12-06-2024,16-06-2024,Customer_184,Corporate,North,Chandigarh,Furniture,Chairs,Chairs Model 44,38750.18,8,0,7432.71
ORD-10535,13-09-2023,17-09-2023,Customer_390,Corporate,North,Chandigarh,Office Supplies,Binders,Binders Model 42,36852.86,6,0,9592.63
ORD-10536,20-02-2023,22-02-2023,Customer_184,Corporate,North,Lucknow,Office Supplies,Binders,Binders Model 6,30237.6,7,0,6278.97
ORD-10537,15-06-2024,17-06-2024,Customer_33,Home Office,South,Bangalore,Furniture,Chairs,Chairs Model 42,72114.03,10,0.05,8820.13
ORD-10538,23-09-2023,27-09-2023,Customer_335,Home Office,West,Mumbai,Furniture,Tables,Tables Model 34,6077.42,1,0.15,-428.17
ORD-10539,27-07-2024,01-08-2024,Customer_10,Corporate,South,Hyderabad,Office Supplies,Binders,Binders Model 40,92519.17,1,0.05,11308.03
ORD-10540,04-04-2022,06-04-2022,Customer_88,Home Office,South,Bangalore,Furniture,Bookcases,Bookcases Model 5,5470.82,5,0,897.47
